word,cnt_in_true,cnt_in_fake,freq_true,freq_fake,total_cnt
james,36,181,0.0003355423202751447,0.003584584307046382,217
prime,11,205,0.000102526820084072,0.004059888303560819,216
imagine,168,48,0.0015658641612840086,0.0009506079930288747,216
orban,215,1,0.0020039333016432254,1.9804333188101555e-05,216
transcript,3,213,2.7961860022928726e-05,0.004218322969065632,216
door,173,42,0.0016124672613222232,0.0008317819939002653,215
excited,164,51,0.001528581681253437,0.0010100209925931795,215
system,116,99,0.0010811919208865773,0.0019606289856220543,215
boy,156,58,0.0014540167211922936,0.0011486513249098903,214
gaga,213,1,0.0019852920616279393,1.9804333188101555e-05,214
dirty,193,21,0.0017988796614750813,0.00041589099695013267,214
guy,107,107,0.0009973063408177912,0.0021190636511268664,214
louisiana,102,112,0.0009507032407795766,0.0022180853170673744,214
native,211,3,0.0019666508216126537,5.941299956430467e-05,214
longer,39,175,0.0003635041802980734,0.003465758307917772,214
faith,176,37,0.001640429121345152,0.0007327603279597576,213
destroying,48,165,0.0004473897603668596,0.0032677149760367567,213
early,27,186,0.0002516567402063585,0.0036836059729868894,213
ford,210,3,0.0019573302016050106,5.941299956430467e-05,213
workforce,212,1,0.0019759714416202967,1.9804333188101555e-05,213
quashes,212,1,0.0019759714416202967,1.9804333188101555e-05,213
rumors,212,1,0.0019759714416202967,1.9804333188101555e-05,213
antifa,211,2,0.0019666508216126537,3.960866637620311e-05,213
head,101,111,0.0009413826207719338,0.0021982809838792727,212
promise,172,40,0.0016031466413145802,0.0007921733275240623,212
happened,63,149,0.0005871990604815032,0.002950845645027132,212
adding,186,26,0.001733635321421581,0.0005149126628906405,212
conservatives,201,11,0.0018734446215362245,0.00021784766506911712,212
understand,133,79,0.0012396424610165069,0.001564542321860023,212
several,43,169,0.00040078666032864504,0.003346932308789163,212
figures,210,2,0.0019573302016050106,3.960866637620311e-05,212
legs,5,207,4.660310003821454e-05,0.004099496969937022,212
talks,1,211,9.320620007642909e-06,0.004178714302689428,212
blue,135,76,0.0012582837010317927,0.0015051293222957183,211
maintains,210,1,0.0019573302016050106,1.9804333188101555e-05,211
bald,1,209,9.320620007642909e-06,0.004139105636313226,210
agent,144,66,0.0013421692811005788,0.0013070859904147027,210
sondland,1,209,9.320620007642909e-06,0.004139105636313226,210
challenges,1,208,9.320620007642909e-06,0.004119301303125124,209
envoys,1,208,9.320620007642909e-06,0.004119301303125124,209
finally,146,63,0.0013608105211158647,0.001247672990850398,209
flying,167,42,0.0015565435412763656,0.0008317819939002653,209
ask,30,179,0.00027961860022928726,0.0035449756406701785,209
university,193,16,0.0017988796614750813,0.0003168693310096249,209
denied,171,38,0.0015938260213069373,0.0007525646611478592,209
night,45,163,0.00041942790034393086,0.003228106309660554,208
suggests,53,155,0.0004939928604050742,0.0030696716441557413,208
breakthemup,207,1,0.001929368341582082,1.9804333188101555e-05,208
gives,191,17,0.0017802384214597954,0.00033667366419772645,208
beto,34,173,0.0003169010802598589,0.0034261496415415693,207
august,2,205,1.8641240015285817e-05,0.004059888303560819,207
bitter,193,14,0.0017988796614750813,0.0002772606646334218,207
disarray,2,205,1.8641240015285817e-05,0.004059888303560819,207
russians,5,202,4.660310003821454e-05,0.0040004753039965145,207
eagle,1,206,9.320620007642909e-06,0.00407969263674892,207
wars,198,9,0.0018454827615132958,0.000178238998692914,207
manhattan,1,205,9.320620007642909e-06,0.004059888303560819,206
ready,71,135,0.0006617640205426465,0.0026735849803937103,206
total,85,121,0.0007922527006496473,0.002396324315760288,206
shocking,195,11,0.0018175209014903672,0.00021784766506911712,206
towns,205,1,0.0019107271015667963,1.9804333188101555e-05,206
messages,6,199,5.592372004585745e-05,0.00394106230443221,205
wrote,26,178,0.00024233612019871562,0.0035251713074820772,204
speech,165,39,0.00153790230126108,0.0007723689943359607,204
completely,123,81,0.0011464362609400777,0.001604150988236226,204
remember,67,137,0.0006244815405120748,0.0027131936467699133,204
minister,9,195,8.388558006878618e-05,0.0038618449716798036,204
try,70,133,0.0006524434005350035,0.002633976314017507,203
kid,191,12,0.0017802384214597954,0.0002376519982572187,203
dearborn,2,201,1.8641240015285817e-05,0.003980670970808413,203
release,28,175,0.00026097736021400144,0.003465758307917772,203
prospects,103,100,0.0009600238607872196,0.0019804333188101556,203
igs,1,201,9.320620007642909e-06,0.003980670970808413,202
kidding,186,16,0.001733635321421581,0.0003168693310096249,202
clothes,201,1,0.0018734446215362245,1.9804333188101555e-05,202
matter,19,183,0.00017709178014521526,0.0036241929734225848,202
34,180,22,0.0016777116013757234,0.00043569533013823424,202
families,149,53,0.0013887723811387934,0.0010496296589693826,202
porter,1,201,9.320620007642909e-06,0.003980670970808413,202
wrong,91,111,0.0008481764206955047,0.0021982809838792727,202
sweet,195,6,0.0018175209014903672,0.00011882599912860934,201
2017,13,188,0.00012116806009935781,0.0037232146393630927,201
folmer,1,200,9.320620007642909e-06,0.003960866637620311,201
kept👇👇report,200,1,0.0018641240015285817,1.9804333188101555e-05,201
pride,200,1,0.0018641240015285817,1.9804333188101555e-05,201
stalker,199,1,0.0018548033815209387,1.9804333188101555e-05,200
stands,193,7,0.0017988796614750813,0.0001386303323167109,200
‘western,199,1,0.0018548033815209387,1.9804333188101555e-05,200
stalled,1,199,9.320620007642909e-06,0.00394106230443221,200
governments,119,81,0.0011091537809095062,0.001604150988236226,200
unplanned,31,169,0.00028893922023693014,0.003346932308789163,200
god,170,30,0.0015845054012992945,0.0005941299956430467,200
result,97,103,0.0009041001407413622,0.00203984631837446,200
virginia,80,120,0.0007456496006114327,0.002376519982572187,200
gomitch,1,199,9.320620007642909e-06,0.00394106230443221,200
mitchhe,1,199,9.320620007642909e-06,0.00394106230443221,200
bring,124,75,0.0011557568809477206,0.0014853249891076167,199
post,75,124,0.0006990465005732181,0.002455737315324593,199
lie,117,82,0.0010905125408942203,0.0016239553214243275,199
kids”,198,1,0.0018454827615132958,1.9804333188101555e-05,199
trademarks,1,198,9.320620007642909e-06,0.003921257971244109,199
background,151,47,0.001407413621154079,0.0009308036598407732,198
soup,197,1,0.001836162141505653,1.9804333188101555e-05,198
elder,2,196,1.8641240015285817e-05,0.0038816493048679053,198
‘delighted,196,1,0.00182684152149801,1.9804333188101555e-05,197
crisis,121,76,0.0011277950209247919,0.0015051293222957183,197
details,16,181,0.00014912992012228654,0.003584584307046382,197
save,169,28,0.0015751847812916515,0.0005545213292668436,197
minutes,60,137,0.0005592372004585745,0.0027131936467699133,197
ref,194,2,0.0018082002814827243,3.960866637620311e-05,196
capitalist,195,1,0.0018175209014903672,1.9804333188101555e-05,196
princess,195,1,0.0018175209014903672,1.9804333188101555e-05,196
mob,188,8,0.0017522765614368667,0.00015843466550481244,196
😏93trilliongreennewdisaster,195,1,0.0018175209014903672,1.9804333188101555e-05,196
legislation,163,33,0.001519261061245794,0.0006535429952073513,196
including,75,121,0.0006990465005732181,0.002396324315760288,196
mission,28,168,0.00026097736021400144,0.0033271279756010613,196
hospital,21,174,0.00019573302016050108,0.003445953974729671,195
stamp,186,9,0.001733635321421581,0.000178238998692914,195
afte,2,193,1.8641240015285817e-05,0.0038222363053036002,195
ill,93,102,0.0008668176607107905,0.002020041985186359,195
onion,194,1,0.0018082002814827243,1.9804333188101555e-05,195
took,24,171,0.0002236948801834298,0.0033865409751653664,195
resistance,3,192,2.7961860022928726e-05,0.003802431972115499,195
rubes,194,1,0.0018082002814827243,1.9804333188101555e-05,195
nhl,193,1,0.0017988796614750813,1.9804333188101555e-05,194
lied,34,160,0.0003169010802598589,0.0031686933100962492,194
puck,193,1,0.0017988796614750813,1.9804333188101555e-05,194
buildings,193,1,0.0017988796614750813,1.9804333188101555e-05,194
emergency,170,24,0.0015845054012992945,0.0004753039965144374,194
drop,154,40,0.001435375481177008,0.0007921733275240623,194
tens,193,1,0.0017988796614750813,1.9804333188101555e-05,194
doctors,117,76,0.0010905125408942203,0.0015051293222957183,193
steal,178,15,0.0016590703613604378,0.00029706499782152337,193
nationals,191,2,0.0017802384214597954,3.960866637620311e-05,193
start,97,96,0.0009041001407413622,0.0019012159860577495,193
warned,6,187,5.592372004585745e-05,0.003703410306174991,193
slavery,187,6,0.0017429559414292239,0.00011882599912860934,193
things,41,152,0.0003821454203133592,0.0030102586445914367,193
architect,190,3,0.0017709178014521526,5.941299956430467e-05,193
giving,128,65,0.0011930393609782923,0.0012872816572266012,193
hunt,161,31,0.0015006198212305082,0.0006139343288311483,192
appealht,191,1,0.0017802384214597954,1.9804333188101555e-05,192
telling,81,111,0.0007549702206190756,0.0021982809838792727,192
par,5,187,4.660310003821454e-05,0.003703410306174991,192
assaulted,175,17,0.0016311085013375089,0.00033667366419772645,192
wife,5,186,4.660310003821454e-05,0.0036836059729868894,191
celebrities,111,80,0.001034588820848363,0.0015843466550481246,191
laws,134,57,0.0012489630810241497,0.0011288469917217886,191
adopting,190,1,0.0017709178014521526,1.9804333188101555e-05,191
wnd,190,1,0.0017709178014521526,1.9804333188101555e-05,191
worse,26,165,0.00024233612019871562,0.0032677149760367567,191
response,83,108,0.0007736114606343614,0.002138867984314968,191
raid,188,2,0.0017522765614368667,3.960866637620311e-05,190
ok,153,37,0.001426054861169365,0.0007327603279597576,190
nominee,1,189,9.320620007642909e-06,0.0037430189725511944,190
destroy,139,51,0.0012955661810623643,0.0010100209925931795,190
earth,175,15,0.0016311085013375089,0.00029706499782152337,190
seed,188,2,0.0017522765614368667,3.960866637620311e-05,190
lock,179,11,0.0016683909813680806,0.00021784766506911712,190
blackout,188,2,0.0017522765614368667,3.960866637620311e-05,190
insects,189,1,0.0017615971814445098,1.9804333188101555e-05,190
evil,166,23,0.0015472229212687228,0.0004554996633263358,189
liberals,103,86,0.0009600238607872196,0.0017031726541767338,189
avert,188,1,0.0017522765614368667,1.9804333188101555e-05,189
archive,188,1,0.0017522765614368667,1.9804333188101555e-05,189
dollars,142,47,0.001323528041085293,0.0009308036598407732,189
schools,170,19,0.0015845054012992945,0.0003762823305739296,189
continues,21,168,0.00019573302016050108,0.0033271279756010613,189
whole,112,77,0.0010439094408560058,0.0015249336554838198,189
diet,186,2,0.001733635321421581,3.960866637620311e-05,188
ecologists,187,1,0.0017429559414292239,1.9804333188101555e-05,188
u,54,134,0.000503313480412717,0.0026537806472056087,188
increase,167,21,0.0015565435412763656,0.00041589099695013267,188
avoid,148,40,0.0013794517611311504,0.0007921733275240623,188
manufacturing,187,1,0.0017429559414292239,1.9804333188101555e-05,188
mayor,39,148,0.0003635041802980734,0.0029310413118390304,187
attempt,86,101,0.0008015733206572901,0.0020002376519982572,187
quid,2,185,1.8641240015285817e-05,0.003663801639798788,187
carolina,33,154,0.00030758046025221596,0.0030498673109676396,187
obrien,1,186,9.320620007642909e-06,0.0036836059729868894,187
triggered,167,20,0.0015565435412763656,0.00039608666376203115,187
americas,45,141,0.00041942790034393086,0.0027924109795223195,186
reckless,1,185,9.320620007642909e-06,0.003663801639798788,186
seek,9,177,8.388558006878618e-05,0.0035053669742939756,186
abortions,182,4,0.0016963528413910093,7.921733275240622e-05,186
aborted,185,1,0.001724314701413938,1.9804333188101555e-05,186
dhs,68,118,0.0006338021605197178,0.0023369113161959836,186
potus,83,102,0.0007736114606343614,0.002020041985186359,185
veto,141,44,0.0013142074210776501,0.0008713906602764685,185
boycott,169,16,0.0015751847812916515,0.0003168693310096249,185
‘play,184,1,0.0017149940814062952,1.9804333188101555e-05,185
favors,40,145,0.00037282480030571634,0.002871628312274726,185
2x,184,1,0.0017149940814062952,1.9804333188101555e-05,185
talked,5,179,4.660310003821454e-05,0.0035449756406701785,184
cities,174,9,0.001621787881329866,0.000178238998692914,183
experiments,182,1,0.0016963528413910093,1.9804333188101555e-05,183
seven,172,10,0.0016031466413145802,0.00019804333188101558,182
moat,108,74,0.001006626960825434,0.0014655206559195152,182
career,8,174,7.456496006114327e-05,0.003445953974729671,182
refusing,1,181,9.320620007642909e-06,0.003584584307046382,182
fool,171,10,0.0015938260213069373,0.00019804333188101558,181
conviction,15,166,0.00013980930011464363,0.0032875193092248584,181
e,18,163,0.00016777116013757235,0.003228106309660554,181
permit,4,177,3.7282480030571634e-05,0.0035053669742939756,181
rallies,39,142,0.0003635041802980734,0.002812215312710421,181
enemy,169,12,0.0015751847812916515,0.0002376519982572187,181
actually,109,72,0.001015947580833077,0.001425911989543312,181
sitting,173,7,0.0016124672613222232,0.0001386303323167109,180
62,178,2,0.0016590703613604378,3.960866637620311e-05,180
reform,2,178,1.8641240015285817e-05,0.0035251713074820772,180
paso,2,178,1.8641240015285817e-05,0.0035251713074820772,180
canceled,130,50,0.0012116806009935782,0.0009902166594050778,180
process,7,173,6.524434005350036e-05,0.0034261496415415693,180
hits,151,28,0.001407413621154079,0.0005545213292668436,179
accounts,172,7,0.0016031466413145802,0.0001386303323167109,179
rick,3,176,2.7961860022928726e-05,0.003485562641105874,179
prepare,3,176,2.7961860022928726e-05,0.003485562641105874,179
close,108,70,0.001006626960825434,0.001386303323167109,178
stayed,140,38,0.001304886801070007,0.0007525646611478592,178
hhs,177,1,0.0016497497413527947,1.9804333188101555e-05,178
surprises,176,2,0.001640429121345152,3.960866637620311e-05,178
strength,170,7,0.0015845054012992945,0.0001386303323167109,177
iowa,2,175,1.8641240015285817e-05,0.003465758307917772,177
folks,89,88,0.0008295351806802189,0.001742781320552937,177
weve,56,121,0.0005219547204280029,0.002396324315760288,177
problem,52,125,0.00048467224039743125,0.0024755416485126944,177
friend,142,35,0.001323528041085293,0.0006931516615835545,177
otherwise,174,2,0.001621787881329866,3.960866637620311e-05,176
hammer,171,5,0.0015938260213069373,9.902166594050779e-05,176
march,95,81,0.0008854589007260763,0.001604150988236226,176
blow,4,172,3.7282480030571634e-05,0.0034063453083534676,176
thousand,5,171,4.660310003821454e-05,0.0033865409751653664,176
live,98,77,0.000913420760749005,0.0015249336554838198,175
undermines,1,174,9.320620007642909e-06,0.003445953974729671,175
rogue,110,65,0.00102526820084072,0.0012872816572266012,175
step,56,119,0.0005219547204280029,0.0023567156493840852,175
retribution,174,1,0.001621787881329866,1.9804333188101555e-05,175
allegedly,163,11,0.001519261061245794,0.00021784766506911712,174
sanctuary,165,9,0.00153790230126108,0.000178238998692914,174
pushing,7,167,6.524434005350036e-05,0.00330732364241296,174
falsely,38,136,0.0003541835602904305,0.0026933893135818116,174
reminder,13,161,0.00012116806009935781,0.0031884976432843505,174
founder,169,5,0.0015751847812916515,9.902166594050779e-05,174
lose,35,139,0.0003262217002675018,0.002752802313146116,174
iconic,173,1,0.0016124672613222232,1.9804333188101555e-05,174
universal,171,2,0.0015938260213069373,3.960866637620311e-05,173
blowback,1,172,9.320620007642909e-06,0.0034063453083534676,173
true😡these,172,1,0.0016031466413145802,1.9804333188101555e-05,173
yesterday,45,128,0.00041942790034393086,0.002534954648076999,173
harvey,171,1,0.0015938260213069373,1.9804333188101555e-05,172
dear,20,152,0.00018641240015285817,0.0030102586445914367,172
weinstein,171,1,0.0015938260213069373,1.9804333188101555e-05,172
washington,17,155,0.00015845054012992945,0.0030696716441557413,172
lot,50,122,0.00046603100038214543,0.00241612864894839,172
understood,1,171,9.320620007642909e-06,0.0033865409751653664,172
places,168,4,0.0015658641612840086,7.921733275240622e-05,172
board,4,168,3.7282480030571634e-05,0.0033271279756010613,172
13,141,31,0.0013142074210776501,0.0006139343288311483,172
hostile,156,15,0.0014540167211922936,0.00029706499782152337,171
dinner,151,20,0.001407413621154079,0.00039608666376203115,171
paying,127,44,0.0011837187409706495,0.0008713906602764685,171
suffering,168,3,0.0015658641612840086,5.941299956430467e-05,171
per,19,152,0.00017709178014521526,0.0030102586445914367,171
resolution,137,34,0.0012769249410470784,0.0006733473283954529,171
perry,10,161,9.320620007642909e-05,0.0031884976432843505,171
thursday,1,170,9.320620007642909e-06,0.0033667366419772647,171
withdrawal,1,170,9.320620007642909e-06,0.0033667366419772647,171
committees,1,169,9.320620007642909e-06,0.003346932308789163,170
treason,37,133,0.0003448629402827876,0.002633976314017507,170
emotional,168,2,0.0015658641612840086,3.960866637620311e-05,170
partisan,3,167,2.7961860022928726e-05,0.00330732364241296,170
season,124,46,0.0011557568809477206,0.0009109993266526716,170
pelosis,159,11,0.0014819785812152223,0.00021784766506911712,170
indicted,147,23,0.0013701311411235075,0.0004554996633263358,170
resort,1,169,9.320620007642909e-06,0.003346932308789163,170
student,138,32,0.0012862455610547214,0.0006337386620192498,170
halftime,169,1,0.0015751847812916515,1.9804333188101555e-05,170
maroon,168,1,0.0015658641612840086,1.9804333188101555e-05,169
fakenews,149,20,0.0013887723811387934,0.00039608666376203115,169
ignorant,155,14,0.0014446961011846508,0.0002772606646334218,169
primary,5,164,4.660310003821454e-05,0.003247910642848655,169
stadium,168,1,0.0015658641612840086,1.9804333188101555e-05,169
poor,29,140,0.0002702979802216443,0.002772606646334218,169
solemnly,168,1,0.0015658641612840086,1.9804333188101555e-05,169
admitted,162,7,0.0015099404412381512,0.0001386303323167109,169
supposedly,1,168,9.320620007642909e-06,0.0033271279756010613,169
leave,45,124,0.00041942790034393086,0.002455737315324593,169
lawmakers,3,165,2.7961860022928726e-05,0.0032677149760367567,168
journalists,144,24,0.0013421692811005788,0.0004753039965144374,168
suspected,167,1,0.0015565435412763656,1.9804333188101555e-05,168
aimed,162,6,0.0015099404412381512,0.00011882599912860934,168
scottish,2,166,1.8641240015285817e-05,0.0032875193092248584,168
worth,62,105,0.0005778784404738603,0.0020794549847506635,167
amendment,109,58,0.001015947580833077,0.0011486513249098903,167
changed,11,156,0.000102526820084072,0.003089475977343843,167
seeking,1,166,9.320620007642909e-06,0.0032875193092248584,167
sunday,147,20,0.0013701311411235075,0.00039608666376203115,167
turmoiltheyve,166,1,0.0015472229212687228,1.9804333188101555e-05,167
english,165,2,0.00153790230126108,3.960866637620311e-05,167
spirithahahahahahahahahaha,166,1,0.0015472229212687228,1.9804333188101555e-05,167
candidate,18,148,0.00016777116013757235,0.0029310413118390304,166
al,68,98,0.0006338021605197178,0.0019408246524339526,166
menace,164,2,0.001528581681253437,3.960866637620311e-05,166
gulag,165,1,0.00153790230126108,1.9804333188101555e-05,166
survey,1,165,9.320620007642909e-06,0.0032677149760367567,166
virginiaremember,165,1,0.00153790230126108,1.9804333188101555e-05,166
send,120,46,0.001118474400917149,0.0009109993266526716,166
amount,156,10,0.0014540167211922936,0.00019804333188101558,166
status,23,143,0.0002143742601757869,0.0028320196458985225,166
firm,34,131,0.0003169010802598589,0.002594367647641304,165
reagan,2,163,1.8641240015285817e-05,0.003228106309660554,165
wire,39,126,0.0003635041802980734,0.002495345981700796,165
male,160,5,0.0014912992012228654,9.902166594050779e-05,165
happy,148,17,0.0013794517611311504,0.00033667366419772645,165
cri,2,163,1.8641240015285817e-05,0.003228106309660554,165
relationships,1,164,9.320620007642909e-06,0.003247910642848655,165
passed,151,14,0.001407413621154079,0.0002772606646334218,165
wind,164,1,0.001528581681253437,1.9804333188101555e-05,165
rein,164,1,0.001528581681253437,1.9804333188101555e-05,165
risk,2,162,1.8641240015285817e-05,0.003208301976472452,164
fulminating,163,1,0.001519261061245794,1.9804333188101555e-05,164
business,93,71,0.0008668176607107905,0.0014061076563552106,164
reason,72,92,0.0006710846405502894,0.0018219986533053432,164
pleasure,163,1,0.001519261061245794,1.9804333188101555e-05,164
38they,1,163,9.320620007642909e-06,0.003228106309660554,164
pollamericans,1,163,9.320620007642909e-06,0.003228106309660554,164
dozen,62,102,0.0005778784404738603,0.002020041985186359,164
gitmo,159,5,0.0014819785812152223,9.902166594050779e-05,164
ivy,163,1,0.001519261061245794,1.9804333188101555e-05,164
urinal,163,1,0.001519261061245794,1.9804333188101555e-05,164
organization,11,153,0.000102526820084072,0.0030300629777795384,164
raising,95,69,0.0008854589007260763,0.0013664989899790075,164
entry,159,4,0.0014819785812152223,7.921733275240622e-05,163
removes,162,1,0.0015099404412381512,1.9804333188101555e-05,163
confidential,1,162,9.320620007642909e-06,0.003208301976472452,163
wrigley,162,1,0.0015099404412381512,1.9804333188101555e-05,163
restaurants,162,1,0.0015099404412381512,1.9804333188101555e-05,163
privately,1,162,9.320620007642909e-06,0.003208301976472452,163
hundreds,118,45,0.0010998331609018632,0.00089119499346457,163
mixing,142,21,0.001323528041085293,0.00041589099695013267,163
becoming,14,148,0.00013048868010700072,0.0029310413118390304,162
troughs,161,1,0.0015006198212305082,1.9804333188101555e-05,162
weapon,153,9,0.001426054861169365,0.000178238998692914,162
solve,9,153,8.388558006878618e-05,0.0030300629777795384,162
narrative,31,131,0.00028893922023693014,0.002594367647641304,162
upright,1,161,9.320620007642909e-06,0.0031884976432843505,162
entire,109,53,0.001015947580833077,0.0010496296589693826,162
rapidly,156,6,0.0014540167211922936,0.00011882599912860934,162
demands,125,37,0.0011650775009553636,0.0007327603279597576,162
church,149,12,0.0013887723811387934,0.0002376519982572187,161
lightpennsylvania,1,160,9.320620007642909e-06,0.0031686933100962492,161
january,145,16,0.0013514899011082217,0.0003168693310096249,161
analysis,13,148,0.00012116806009935781,0.0029310413118390304,161
vows,2,159,1.8641240015285817e-05,0.0031488889769081476,161
wrongdoing,1,160,9.320620007642909e-06,0.0031686933100962492,161
reduce,2,159,1.8641240015285817e-05,0.0031488889769081476,161
infants,160,1,0.0014912992012228654,1.9804333188101555e-05,161
apologizes,148,12,0.0013794517611311504,0.0002376519982572187,160
given,10,150,9.320620007642909e-05,0.0029706499782152333,160
decision,24,136,0.0002236948801834298,0.0026933893135818116,160
stand,67,93,0.0006244815405120748,0.0018418029864934447,160
port,158,1,0.0014726579612075795,1.9804333188101555e-05,159
zealand,158,1,0.0014726579612075795,1.9804333188101555e-05,159
character,11,148,0.000102526820084072,0.0029310413118390304,159
rideshare,158,1,0.0014726579612075795,1.9804333188101555e-05,159
sound,145,14,0.0013514899011082217,0.0002772606646334218,159
rejoicing,158,1,0.0014726579612075795,1.9804333188101555e-05,159
poof,158,1,0.0014726579612075795,1.9804333188101555e-05,159
biggest,55,103,0.00051263410042036,0.00203984631837446,158
lobster,157,1,0.0014633373411999367,1.9804333188101555e-05,158
middle,127,31,0.0011837187409706495,0.0006139343288311483,158
decade,150,8,0.0013980930011464362,0.00015843466550481244,158
teaches,156,1,0.0014540167211922936,1.9804333188101555e-05,157
jesus,139,18,0.0012955661810623643,0.000356477997385828,157
dirt,9,148,8.388558006878618e-05,0.0029310413118390304,157
moment,97,60,0.0009041001407413622,0.0011882599912860935,157
grab,148,9,0.0013794517611311504,0.000178238998692914,157
scum,153,4,0.001426054861169365,7.921733275240622e-05,157
sides,149,8,0.0013887723811387934,0.00015843466550481244,157
defend,103,54,0.0009600238607872196,0.001069433992157484,157
detail,76,81,0.000708367120580861,0.001604150988236226,157
therehate,155,1,0.0014446961011846508,1.9804333188101555e-05,156
father,119,37,0.0011091537809095062,0.0007327603279597576,156
jail💥democrats,155,1,0.0014446961011846508,1.9804333188101555e-05,156
fundamental,6,150,5.592372004585745e-05,0.0029706499782152333,156
debt,109,47,0.001015947580833077,0.0009308036598407732,156
k,131,24,0.001221001221001221,0.0004753039965144374,155
accusations,6,149,5.592372004585745e-05,0.002950845645027132,155
san,127,28,0.0011837187409706495,0.0005545213292668436,155
influence,92,63,0.0008574970407031476,0.001247672990850398,155
democra,2,153,1.8641240015285817e-05,0.0030300629777795384,155
lindsey,15,140,0.00013980930011464363,0.002772606646334218,155
magically,153,1,0.001426054861169365,1.9804333188101555e-05,154
lol,135,19,0.0012582837010317927,0.0003762823305739296,154
‘and,153,1,0.001426054861169365,1.9804333188101555e-05,154
taylor,1,153,9.320620007642909e-06,0.0030300629777795384,154
worst,125,29,0.0011650775009553636,0.0005743256624549452,154
thinking,16,138,0.00014912992012228654,0.002732997979958015,154
1st,57,97,0.0005312753404356458,0.001921020319245851,154
rush,151,2,0.001407413621154079,3.960866637620311e-05,153
bin,114,39,0.0010625506808712916,0.0007723689943359607,153
note,48,105,0.0004473897603668596,0.0020794549847506635,153
interview,62,91,0.0005778784404738603,0.0018021943201172418,153
fallen,151,1,0.001407413621154079,1.9804333188101555e-05,152
whats,66,86,0.0006151609205044319,0.0017031726541767338,152
patrons,151,1,0.001407413621154079,1.9804333188101555e-05,152
customer,151,1,0.001407413621154079,1.9804333188101555e-05,152
mexico,56,96,0.0005219547204280029,0.0019012159860577495,152
regarding,92,60,0.0008574970407031476,0.0011882599912860935,152
compared,139,13,0.0012955661810623643,0.00025745633144532023,152
dominos,150,1,0.0013980930011464362,1.9804333188101555e-05,151
quietly,40,111,0.00037282480030571634,0.0021982809838792727,151
steak,150,1,0.0013980930011464362,1.9804333188101555e-05,151
jedi,150,1,0.0013980930011464362,1.9804333188101555e-05,151
went,30,121,0.00027961860022928726,0.002396324315760288,151
progressive,150,1,0.0013980930011464362,1.9804333188101555e-05,151
stabbed,150,1,0.0013980930011464362,1.9804333188101555e-05,151
west,51,100,0.0004753516203897883,0.0019804333188101556,151
ukr,1,150,9.320620007642909e-06,0.0029706499782152333,151
sounded,3,148,2.7961860022928726e-05,0.0029310413118390304,151
alarm,1,150,9.320620007642909e-06,0.0029706499782152333,151
ah,11,140,0.000102526820084072,0.002772606646334218,151
‘star,149,1,0.0013887723811387934,1.9804333188101555e-05,150
feel,128,22,0.0011930393609782923,0.00043569533013823424,150
airport,1,149,9.320620007642909e-06,0.002950845645027132,150
needed,124,26,0.0011557568809477206,0.0005149126628906405,150
wi,7,143,6.524434005350036e-05,0.0028320196458985225,150
banning,121,29,0.0011277950209247919,0.0005743256624549452,150
independent,6,144,5.592372004585745e-05,0.002851823979086624,150
place,52,98,0.00048467224039743125,0.0019408246524339526,150
kahn,149,1,0.0013887723811387934,1.9804333188101555e-05,150
ends,51,98,0.0004753516203897883,0.0019408246524339526,149
sues,22,127,0.000205053640168144,0.002515150314888898,149
guts,120,29,0.001118474400917149,0.0005743256624549452,149
blowers,2,147,1.8641240015285817e-05,0.0029112369786509287,149
illegally,128,21,0.0011930393609782923,0.00041589099695013267,149
blasts,21,128,0.00019573302016050108,0.002534954648076999,149
medical,25,124,0.00023301550019107272,0.002455737315324593,149
caught,60,89,0.0005592372004585745,0.0017625856537410386,149
sends,147,2,0.0013701311411235075,3.960866637620311e-05,149
pentagon,82,67,0.0007642908406267185,0.0013268903236028043,149
hours,103,46,0.0009600238607872196,0.0009109993266526716,149
benefits,132,17,0.0012303218410088638,0.00033667366419772645,149
quoted,142,7,0.001323528041085293,0.0001386303323167109,149
generations,2,147,1.8641240015285817e-05,0.0029112369786509287,149
documents🤬,1,147,9.320620007642909e-06,0.0029112369786509287,148
scene,145,3,0.0013514899011082217,5.941299956430467e-05,148
deportation,116,32,0.0010811919208865773,0.0006337386620192498,148
n,31,117,0.00028893922023693014,0.0023171069830078823,148
allegations,7,141,6.524434005350036e-05,0.0027924109795223195,148
transcripts,1,147,9.320620007642909e-06,0.0029112369786509287,148
shit,73,75,0.0006804052605579324,0.0014853249891076167,148
performance,143,5,0.0013328486610929358,9.902166594050779e-05,148
up🔥breaking,1,147,9.320620007642909e-06,0.0029112369786509287,148
fixing,1,147,9.320620007642909e-06,0.0029112369786509287,148
ads,84,64,0.0007829320806420043,0.0012674773240384995,148
non,29,119,0.0002702979802216443,0.0023567156493840852,148
🔥cover,1,147,9.320620007642909e-06,0.0029112369786509287,148
face—from,1,147,9.320620007642909e-06,0.0029112369786509287,148
tonight,80,68,0.0007456496006114327,0.0013466946567909058,148
change—without,1,147,9.320620007642909e-06,0.0029112369786509287,148
wake,132,15,0.0012303218410088638,0.00029706499782152337,147
others,9,138,8.388558006878618e-05,0.002732997979958015,147
february,1,146,9.320620007642909e-06,0.002891432645462827,147
whet,1,146,9.320620007642909e-06,0.002891432645462827,147
warning,39,108,0.0003635041802980734,0.002138867984314968,147
