word,cnt_in_true,cnt_in_fake,freq_true,freq_fake,total_cnt
revokes,1,669,9.320620007642909e-06,0.01324909890283994,670
👇🏻cia,666,1,0.006207532925090177,1.9804333188101555e-05,667
dossier”,666,1,0.006207532925090177,1.9804333188101555e-05,667
bradley,664,1,0.006188891685074891,1.9804333188101555e-05,665
records,584,74,0.005443242084463459,0.0014655206559195152,658
mitch,1,655,9.320620007642909e-06,0.01297183823820652,656
queen,652,3,0.006077044244983176,5.941299956430467e-05,655
epstein,576,78,0.005368677124402315,0.0015447379886719215,654
ole,3,651,2.7961860022928726e-05,0.012892620905454113,654
bars,647,7,0.0060304411449449615,0.0001386303323167109,654
give,520,133,0.004846722403974313,0.002633976314017507,653
—,401,246,0.0037375686230648065,0.004871865964272983,647
mileage,1,646,9.320620007642909e-06,0.012793599239513606,647
show,322,322,0.0030012396424610164,0.006376995286568701,644
made,272,365,0.002535208642078871,0.007228581613657068,637
gets,551,85,0.005135661624211242,0.0016833683209886323,636
wants,409,224,0.0038121335831259495,0.004436170634134749,633
rep,229,404,0.002134421981750226,0.008000950607993029,633
health,305,324,0.0028427891023310873,0.006416603952944904,629
prosecutor,3,626,2.7961860022928726e-05,0.012397512575751574,629
find,35,594,0.0003262217002675018,0.011763773913732324,629
allow,442,185,0.004119714043378166,0.003663801639798788,627
censorship,623,3,0.005806746264761532,5.941299956430467e-05,626
russia,220,403,0.00205053640168144,0.007981146274804927,623
stephen,561,58,0.005228867824287672,0.0011486513249098903,619
testify,1,617,9.320620007642909e-06,0.01221927357705866,618
today,22,594,0.000205053640168144,0.011763773913732324,616
mike,230,386,0.002143742601757869,0.0076444726106072005,616
conspiracy,59,556,0.0005499165804509316,0.011011209252584465,615
job,499,116,0.004650989383813811,0.0022973026498197806,615
habit,357,258,0.003327461342728518,0.005109517962530201,615
senators,42,572,0.00039146604032100216,0.01132807858359409,614
activists,522,91,0.004865363643989598,0.0018021943201172418,613
officers,76,536,0.000708367120580861,0.010615122588822435,612
ukrainian,1,610,9.320620007642909e-06,0.01208064324474195,611
pretending,599,10,0.005583051384578102,0.00019804333188101558,609
court,82,525,0.0007642908406267185,0.010397274923753317,607
information,117,489,0.0010905125408942203,0.009684318928981661,606
meddling,600,6,0.005592372004585745,0.00011882599912860934,606
exist,601,3,0.0056016926245933876,5.941299956430467e-05,604
red,557,46,0.0051915853442571,0.0009109993266526716,603
young,572,30,0.005331394644371743,0.0005941299956430467,602
dealings,1,598,9.320620007642909e-06,0.01184299124648473,599
algorythmic,597,1,0.005564410144562816,1.9804333188101555e-05,598
great,284,312,0.002647056082170586,0.006178951954687686,596
warren,56,537,0.0005219547204280029,0.010634926922010537,593
trial,6,587,5.592372004585745e-05,0.011625143581415615,593
id,40,552,0.00037282480030571634,0.01093199191983206,592
presidential,7,585,6.524434005350036e-05,0.01158553491503941,592
york,148,444,0.0013794517611311504,0.00879312393551709,592
pushed,26,563,0.00024233612019871562,0.011149839584901176,589
wont,468,121,0.004362050163576881,0.002396324315760288,589
united,410,179,0.0038214542031335926,0.0035449756406701785,589
45,262,326,0.002442002442002442,0.006456212619321108,588
nation,358,229,0.0033367819627361612,0.004535192300075257,587
unnerved,559,28,0.005210226584272386,0.0005545213292668436,587
wouldnt,522,65,0.004865363643989598,0.0012872816572266012,587
states,323,264,0.0030105602624686595,0.005228343961658811,587
insane,521,66,0.004856043023981955,0.0013070859904147027,587
fired,482,104,0.004492538843683882,0.002059650651562562,586
sex,556,30,0.005182264724249457,0.0005941299956430467,586
theyre,432,152,0.004026507843301736,0.0030102586445914367,584
rest,544,40,0.005070417284157742,0.0007921733275240623,584
agree,52,530,0.00048467224039743125,0.010496296589693825,582
something,445,134,0.004147675903401094,0.0026537806472056087,579
ending,214,365,0.0019946126816355824,0.007228581613657068,579
youre,374,205,0.0034859118828584478,0.004059888303560819,579
well,239,332,0.002227628181826655,0.006575038618449717,571
throw,558,13,0.005200905964264743,0.00025745633144532023,571
served,17,551,0.00015845054012992945,0.010912187586643958,568
newly,1,566,9.320620007642909e-06,0.01120925258446548,567
loud,452,114,0.004212920243454594,0.0022576939834435773,566
royal,559,6,0.005210226584272386,0.00011882599912860934,565
feds,538,26,0.005014493564111885,0.0005149126628906405,564
keep,252,312,0.002348796241926013,0.006178951954687686,564
‘how,563,1,0.005247509064302957,1.9804333188101555e-05,564
millers,561,2,0.005228867824287672,3.960866637620311e-05,563
role,485,77,0.004520500703706811,0.0015249336554838198,562
asked,149,413,0.0013887723811387934,0.008179189606685943,562
sample,560,2,0.005219547204280028,3.960866637620311e-05,562
officer,493,68,0.0045950656637679535,0.0013466946567909058,561
asking,402,159,0.003746889243072449,0.0031488889769081476,561
hope,403,157,0.003756209863080092,0.003109280310531944,560
probe,53,507,0.0004939928604050742,0.010040796926367489,560
expected,344,215,0.0032062932826291603,0.004257931635441835,559
muslim,526,32,0.00490264612402017,0.0006337386620192498,558
games,527,31,0.004911966744027813,0.0006139343288311483,558
private,318,239,0.0029639571624304447,0.004733235631956272,557
goin,552,3,0.005144982244218886,5.941299956430467e-05,555
pass,542,11,0.005051776044142456,0.00021784766506911712,553
perpetrated,548,2,0.005107699764188314,3.960866637620311e-05,550
tragedy,548,1,0.005107699764188314,1.9804333188101555e-05,549
senseless,548,1,0.005107699764188314,1.9804333188101555e-05,549
outcome,538,10,0.005014493564111885,0.00019804333188101558,548
decided,2,546,1.8641240015285817e-05,0.01081316592070345,548
accurately,524,22,0.004884004884004884,0.00043569533013823424,546
julian,538,8,0.005014493564111885,0.00015843466550481244,546
abrams,424,122,0.0039519428832405935,0.00241612864894839,546
face,391,155,0.0036443624229883773,0.0030696716441557413,546
failing,4,541,3.7282480030571634e-05,0.010714144254762942,545
gone,406,138,0.003784171723103021,0.002732997979958015,544
formal,427,117,0.003979904743263522,0.0023171069830078823,544
leader,263,279,0.002451323062010085,0.0055254089594803345,542
convicted,397,144,0.0037002861430342347,0.002851823979086624,541
run,317,224,0.002954636542422802,0.004436170634134749,541
socialism,496,45,0.004623027523790882,0.00089119499346457,541
2018,515,25,0.004800119303936098,0.0004951083297025389,540
use,398,140,0.0037096067630418774,0.002772606646334218,538
posts,22,515,0.000205053640168144,0.010199231591872302,537
need,284,253,0.002647056082170586,0.0050104962965896935,537
republicans,22,513,0.000205053640168144,0.010159622925496098,535
damn,511,24,0.004762836823905527,0.0004753039965144374,535
violated,1,533,9.320620007642909e-06,0.01055570958925813,534
abortion,412,119,0.0038400954431488782,0.0023567156493840852,531
applications,1,530,9.320620007642909e-06,0.010496296589693825,531
standards,17,513,0.00015845054012992945,0.010159622925496098,530
claims,78,452,0.0007270083605961468,0.008951558601021904,530
th,30,500,0.00027961860022928726,0.009902166594050778,530
sounds,38,492,0.0003541835602904305,0.009743731928545966,530
lewandowski,1,528,9.320620007642909e-06,0.010456687923317621,529
killer,408,120,0.0038028129631183065,0.002376519982572187,528
straight,475,52,0.004427294503630381,0.001029825325781281,527
afghans,1,526,9.320620007642909e-06,0.010417079256941419,527
20,478,49,0.00445525636365331,0.0009704123262169763,527
tony,523,1,0.004874684263997241,1.9804333188101555e-05,524
predicts,522,2,0.004865363643989598,3.960866637620311e-05,524
edelmans,522,1,0.004865363643989598,1.9804333188101555e-05,523
romo,522,1,0.004865363643989598,1.9804333188101555e-05,523
disgusting,403,120,0.003756209863080092,0.002376519982572187,523
office,223,300,0.0020784982617043685,0.005941299956430467,523
killing,511,11,0.004762836823905527,0.00021784766506911712,522
sweden,521,1,0.004856043023981955,1.9804333188101555e-05,522
resolve,3,519,2.7961860022928726e-05,0.010278448924624707,522
volker,1,520,9.320620007642909e-06,0.01029825325781281,521
john,78,443,0.0007270083605961468,0.00877331960232899,521
ruled,1,519,9.320620007642909e-06,0.010278448924624707,520
mice,517,1,0.004818760543951384,1.9804333188101555e-05,518
calling,373,144,0.0034765912628508047,0.002851823979086624,517
grandson,2,515,1.8641240015285817e-05,0.010199231591872302,517
cousin,1,515,9.320620007642909e-06,0.010199231591872302,516
nephew,1,515,9.320620007642909e-06,0.010199231591872302,516
nbcwsj,1,513,9.320620007642909e-06,0.010159622925496098,514
splanin,1,512,9.320620007642909e-06,0.010139818592307996,513
bejing,1,512,9.320620007642909e-06,0.010139818592307996,513
shot,471,42,0.00439001202359981,0.0008317819939002653,513
nadler,1,508,9.320620007642909e-06,0.010060601259555591,509
lost,440,68,0.00410107280336288,0.0013466946567909058,508
write,11,496,0.000102526820084072,0.009822949261298373,507
impeached,2,504,1.8641240015285817e-05,0.009981383926803184,506
moving,419,87,0.0039053397832023787,0.0017229769873648355,506
90,413,91,0.0038494160631565213,0.0018021943201172418,504
policy,279,224,0.0026004529821323716,0.004436170634134749,503
recuse,1,501,9.320620007642909e-06,0.00992197092723888,502
remove,456,46,0.0042502027234851665,0.0009109993266526716,502
voters,389,112,0.0036257211829730913,0.0022180853170673744,501
ny,227,273,0.0021157807417349402,0.005406582960351725,500
innoc,1,498,9.320620007642909e-06,0.009862557927674575,499
best,432,67,0.004026507843301736,0.0013268903236028043,499
15,318,180,0.0029639571624304447,0.00356477997385828,498
force,300,197,0.0027961860022928725,0.0039014536380560065,497
verify,465,31,0.004334088303553953,0.0006139343288311483,496
condoms,494,1,0.004604386283775597,1.9804333188101555e-05,495
juice,491,3,0.004576424423752668,5.941299956430467e-05,494
knowledge,4,489,3.7282480030571634e-05,0.009684318928981661,493
less,334,159,0.003113087082552731,0.0031488889769081476,493
committed,304,189,0.002833468482323444,0.0037430189725511944,493
meat,481,12,0.004483218223676239,0.0002376519982572187,493
fails,204,288,0.0019014064815591532,0.005703647958173248,492
military,114,378,0.0010625506808712916,0.007486037945102389,492
beet,490,1,0.004567103803745025,1.9804333188101555e-05,491
eating,484,6,0.0045111800836991674,0.00011882599912860934,490
case,97,392,0.0009041001407413622,0.0077632986097358105,489
http,391,98,0.0036443624229883773,0.0019408246524339526,489
team,284,204,0.002647056082170586,0.004040083970372718,488
sniper,486,1,0.0045298213237144535,1.9804333188101555e-05,487
subpoena,1,486,9.320620007642909e-06,0.009624905929417357,487
taxes,471,15,0.00439001202359981,0.00029706499782152337,486
else,457,29,0.004259523343492809,0.0005743256624549452,486
impossible,477,8,0.004445935743645667,0.00015843466550481244,485
burgers,475,8,0.004427294503630381,0.00015843466550481244,483
chapter,349,133,0.003252896382667375,0.002633976314017507,482
interesting,15,467,0.00013980930011464363,0.009248623598843427,482
signed,32,450,0.0002982598402445731,0.0089119499346457,482
wanted,24,458,0.0002236948801834298,0.009070384600150513,482
confirms,86,395,0.0008015733206572901,0.007822711609300115,481
introduces,427,54,0.003979904743263522,0.001069433992157484,481
level,449,30,0.004184958383431666,0.0005941299956430467,479
protesting,477,1,0.004445935743645667,1.9804333188101555e-05,478
directed,451,27,0.004203599623446952,0.000534716996078742,478
doused,474,2,0.004417973883622739,3.960866637620311e-05,476
goes,210,266,0.0019573302016050106,0.005267952628035014,476
company,403,72,0.003756209863080092,0.001425911989543312,475
fully,458,17,0.004268843963500452,0.00033667366419772645,475
allegation,466,9,0.004343408923561595,0.000178238998692914,475
sen,106,367,0.0009879857208101484,0.007268190280033272,473
violence,137,336,0.0012769249410470784,0.006654255951202123,473
none,8,464,7.456496006114327e-05,0.009189210599279123,472
diners,471,1,0.00439001202359981,1.9804333188101555e-05,472
death,323,148,0.0030105602624686595,0.0029310413118390304,471
thought,316,155,0.002945315922415159,0.0030696716441557413,471
sdny,467,3,0.004352729543569238,5.941299956430467e-05,470
leaders,91,375,0.0008481764206955047,0.007426624945538083,466
someone,310,155,0.0028893922023693016,0.0030696716441557413,465
tells,75,390,0.0006990465005732181,0.007723689943359607,465
paid,448,16,0.004175637763424023,0.0003168693310096249,464
charges,212,251,0.0019759714416202967,0.004970887630213491,463
weighing,1,462,9.320620007642909e-06,0.009149601932902918,463
next,190,271,0.0017709178014521526,0.005366974293975522,461
giuliani,42,419,0.00039146604032100216,0.008298015605814552,461
savage,458,1,0.004268843963500452,1.9804333188101555e-05,459
bush,279,180,0.0026004529821323716,0.00356477997385828,459
ilhan,397,62,0.0037002861430342347,0.0012278686576622966,459
later,4,454,3.7282480030571634e-05,0.008991167267398107,458
course,367,91,0.0034206675428049473,0.0018021943201172418,458
ukraines,1,457,9.320620007642909e-06,0.009050580266962411,458
comes,58,399,0.0005405959604432886,0.007901928942052522,457
documents,76,379,0.000708367120580861,0.00750584227829049,455
energy,300,155,0.0027961860022928725,0.0030696716441557413,455
chiefs,2,453,1.8641240015285817e-05,0.008971362934210005,455
fbi,355,100,0.0033088201027132325,0.0019804333188101556,455
absolutely,98,356,0.000913420760749005,0.0070503426149641545,454
citizens,350,104,0.0032622170026750177,0.002059650651562562,454
london,451,2,0.004203599623446952,3.960866637620311e-05,453
particular,452,1,0.004212920243454594,1.9804333188101555e-05,453
‘you,452,1,0.004212920243454594,1.9804333188101555e-05,453
statement,60,392,0.0005592372004585745,0.0077632986097358105,452
h,178,274,0.0016590703613604378,0.0054263872935398265,452
releases,399,51,0.0037189273830495204,0.0010100209925931795,450
group,289,161,0.0026936591822088007,0.0031884976432843505,450
came,291,159,0.0027123004222240864,0.0031488889769081476,450
yet,219,231,0.0020412157816737967,0.004574800966451459,450
unveils,426,24,0.003970584123255879,0.0004753039965144374,450
winning,426,23,0.003970584123255879,0.0004554996633263358,449
trade,182,266,0.0016963528413910093,0.005267952628035014,448
hold,136,312,0.0012676043210394356,0.006178951954687686,448
girls,446,1,0.004156996523408737,1.9804333188101555e-05,447
chapo,446,1,0.004156996523408737,1.9804333188101555e-05,447
highest,441,5,0.004110393423370522,9.902166594050779e-05,446
entered,445,1,0.004147675903401094,1.9804333188101555e-05,446
testing,395,50,0.0036816449030189487,0.0009902166594050778,445
refuse,435,10,0.004054469703324665,0.00019804333188101558,445
kazakhstan,442,1,0.004119714043378166,1.9804333188101555e-05,443
maybe,84,359,0.0007829320806420043,0.007109755614528459,443
👍🇺🇸,1,441,9.320620007642909e-06,0.008733710935952786,442
hearing,39,402,0.0003635041802980734,0.007961341941616826,441
population,438,3,0.0040824315633475935,5.941299956430467e-05,441
care,196,245,0.00182684152149801,0.004852061631084882,441
clause,406,35,0.003784171723103021,0.0006931516615835545,441
veterans,389,51,0.0036257211829730913,0.0010100209925931795,440
camera,438,2,0.0040824315633475935,3.960866637620311e-05,440
field,311,129,0.0028987128223769447,0.0025547589812651007,440
trafficking,417,22,0.0038866985431870926,0.00043569533013823424,439
nationwide,3,435,2.7961860022928726e-05,0.008614884936824177,438
secretary,11,426,0.000102526820084072,0.008436645938131263,437
usa,43,394,0.00040078666032864504,0.007802907276112013,437
urge,406,31,0.003784171723103021,0.0006139343288311483,437
thing,298,139,0.002777544762277587,0.002752802313146116,437
corrupt,233,203,0.0021717044617807976,0.004020279637184616,436
black,301,135,0.0028055066223005155,0.0026735849803937103,436
delingpole,434,1,0.004045149083317022,1.9804333188101555e-05,435
pro,256,178,0.0023860787219565846,0.0035251713074820772,434
zelensky,1,433,9.320620007642909e-06,0.008575276270447975,434
watch,394,37,0.003672324283011306,0.0007327603279597576,431
allies,1,429,9.320620007642909e-06,0.008496058937695568,430
wit,2,427,1.8641240015285817e-05,0.008456450271319365,429
meryl,428,1,0.003989225363271165,1.9804333188101555e-05,429
history,208,221,0.001938688961589725,0.004376757634570444,429
trojan,426,1,0.003970584123255879,1.9804333188101555e-05,427
streep,426,1,0.003970584123255879,1.9804333188101555e-05,427
criminal,171,255,0.0015938260213069373,0.005050104962965897,426
chewbacca,425,1,0.003961263503248236,1.9804333188101555e-05,426
reparations,424,1,0.0039519428832405935,1.9804333188101555e-05,425
—gt,407,18,0.003793492343110664,0.000356477997385828,425
hey,346,79,0.0032249345226444464,0.001564542321860023,425
jj,424,1,0.0039519428832405935,1.9804333188101555e-05,425
jerry,2,422,1.8641240015285817e-05,0.008357428605378856,424
also,107,317,0.0009973063408177912,0.006277973620628194,424
race,49,375,0.0004567103803745025,0.007426624945538083,424
anywhere,421,2,0.003923981023217665,3.960866637620311e-05,423
clear,30,393,0.00027961860022928726,0.007783102942923912,423
committee,70,353,0.0006524434005350035,0.00699092961539985,423
ig,1,421,9.320620007642909e-06,0.008337624272190756,422
vice,214,206,0.0019946126816355824,0.00407969263674892,420
booker,382,38,0.003560476842919591,0.0007525646611478592,420
7,354,66,0.0032994994827055895,0.0013070859904147027,420
actual,377,43,0.0035138737428813765,0.0008515863270883669,420
file,10,409,9.320620007642909e-05,0.008099972273933536,419
checks,370,48,0.003448629402827876,0.0009506079930288747,418
un,117,301,0.0010905125408942203,0.005961104289618569,418
arrest,298,120,0.002777544762277587,0.002376519982572187,418
wins,401,17,0.0037375686230648065,0.00033667366419772645,418
pelosi,64,353,0.0005965196804891462,0.00699092961539985,417
filed,1,415,9.320620007642909e-06,0.008218798273062145,416
victory,403,12,0.003756209863080092,0.0002376519982572187,415
notice,7,408,6.524434005350036e-05,0.008080167940745436,415
immediately,223,192,0.0020784982617043685,0.003802431972115499,415
backs,401,14,0.0037375686230648065,0.0002772606646334218,415
boston,412,2,0.0038400954431488782,3.960866637620311e-05,414
looking,162,252,0.0015099404412381512,0.004990691963401592,414
2,197,216,0.001836162141505653,0.004277735968629936,413
whistleblowers,1,412,9.320620007642909e-06,0.00815938527349784,413
cortez,381,31,0.003551156222911948,0.0006139343288311483,412
concept,4,408,3.7282480030571634e-05,0.008080167940745436,412
claim,326,86,0.003038522122491588,0.0017031726541767338,412
record,314,97,0.0029266746823998734,0.001921020319245851,411
‘diversity,410,1,0.0038214542031335926,1.9804333188101555e-05,411
welfare,330,80,0.00307580460252216,0.0015843466550481246,410
stage,383,27,0.003569797462927234,0.000534716996078742,410
illegals,381,28,0.003551156222911948,0.0005545213292668436,409
prison,341,68,0.0031783314226062316,0.0013466946567909058,409
veri,2,407,1.8641240015285817e-05,0.008060363607557334,409
losing,237,171,0.0022089869418113694,0.0033865409751653664,408
let,144,264,0.0013421692811005788,0.005228343961658811,408
home,208,199,0.001938688961589725,0.00394106230443221,407
noncompete,406,1,0.003784171723103021,1.9804333188101555e-05,407
lease,406,1,0.003784171723103021,1.9804333188101555e-05,407
tenants,406,1,0.003784171723103021,1.9804333188101555e-05,407
ocasio,377,30,0.0035138737428813765,0.0005941299956430467,407
envoy,1,405,9.320620007642909e-06,0.008020754941181131,406
george,348,58,0.003243575762659732,0.0011486513249098903,406
fan,402,3,0.003746889243072449,5.941299956430467e-05,405
center,355,48,0.0033088201027132325,0.0009506079930288747,403
please,269,134,0.0025072467820559424,0.0026537806472056087,403
false,44,358,0.000410107280336288,0.007089951281340357,402
announced,3,399,2.7961860022928726e-05,0.007901928942052522,402
doctor,400,2,0.0037282480030571634,3.960866637620311e-05,402
migrant,380,22,0.003541835602904305,0.00043569533013823424,402
murderer,389,12,0.0036257211829730913,0.0002376519982572187,401
scandal,129,271,0.0012023599809859351,0.005366974293975522,400
⁦,49,351,0.0004567103803745025,0.0069513209490236465,400
control,276,123,0.002572491122109443,0.0024359329821364915,399
planned,375,23,0.003495232502866091,0.0004554996633263358,398
always,115,283,0.0010718713008789345,0.00560462629223274,398
killed,366,32,0.0034113469227973043,0.0006337386620192498,398
levels,396,1,0.0036909655230265917,1.9804333188101555e-05,397
chairman,1,396,9.320620007642909e-06,0.007842515942488217,397
racist,147,249,0.0013701311411235075,0.004931278963837288,396
knew,209,187,0.0019480095815973678,0.003703410306174991,396
lies,155,241,0.0014446961011846508,0.004772844298332475,396
cory,369,27,0.0034393087828202334,0.000534716996078742,396
ice,291,104,0.0027123004222240864,0.002059650651562562,395
sjw,392,1,0.00365368304299602,1.9804333188101555e-05,393
fentanyl,352,40,0.003280858242690304,0.0007921733275240623,392
direct,2,389,1.8641240015285817e-05,0.007703885610171506,391
alone,14,377,0.00013048868010700072,0.007466233611914287,391
among,37,353,0.0003448629402827876,0.00699092961539985,390
birth,389,1,0.0036257211829730913,1.9804333188101555e-05,390
texting,1,389,9.320620007642909e-06,0.007703885610171506,390
makes,232,157,0.0021623838417731546,0.003109280310531944,389
research,385,2,0.00358843870294252,3.960866637620311e-05,387
30,151,235,0.001407413621154079,0.004654018299203866,386
refugee,379,6,0.003532514982896662,0.00011882599912860934,385
dummy,350,35,0.0032622170026750177,0.0006931516615835545,385
🤔,366,18,0.0034113469227973043,0.000356477997385828,384
anybody,366,17,0.0034113469227973043,0.00033667366419772645,383
aid,193,190,0.0017988796614750813,0.0037628233057392956,383
following,345,37,0.0032156139026368034,0.0007327603279597576,382
look,239,143,0.002227628181826655,0.0028320196458985225,382
marine,363,19,0.0033833850627743756,0.0003762823305739296,382
gas,338,44,0.003150369562583303,0.0008713906602764685,382
shes,207,175,0.001929368341582082,0.003465758307917772,382
driving,377,5,0.0035138737428813765,9.902166594050779e-05,382
tickets,362,19,0.003374064442766733,0.0003762823305739296,381
burger,366,14,0.0034113469227973043,0.0002772606646334218,380
week,53,327,0.0004939928604050742,0.006476016952509209,380
hunter,1,378,9.320620007642909e-06,0.007486037945102389,379
spouses,377,1,0.0035138737428813765,1.9804333188101555e-05,378
rule,13,363,0.00012116806009935781,0.007188972947280865,376
forget,319,56,0.0029732777824380877,0.0011090426585336872,375
whatdoyouthink,374,1,0.0034859118828584478,1.9804333188101555e-05,375
fire,224,150,0.0020878188817120115,0.0029706499782152333,374
services,340,33,0.003169010802598589,0.0006535429952073513,373
appalling,3,370,2.7961860022928726e-05,0.007327603279597576,373
committing,90,283,0.0008388558006878617,0.00560462629223274,373
rejects,278,95,0.0025911323621247285,0.0018814116528696478,373
drops,315,58,0.002935995302407516,0.0011486513249098903,373
sent,16,356,0.00014912992012228654,0.0070503426149641545,372
awesome,330,42,0.00307580460252216,0.0008317819939002653,372
anything,62,310,0.0005778784404738603,0.0061393432883114826,372
weak,352,19,0.003280858242690304,0.0003762823305739296,371
man”,369,2,0.0034393087828202334,3.960866637620311e-05,371
womens,287,84,0.0026750179421935146,0.0016635639878005307,371
hed,193,177,0.0017988796614750813,0.0035053669742939756,370
presidents,162,208,0.0015099404412381512,0.004119301303125124,370
oh,239,131,0.002227628181826655,0.002594367647641304,370
40,337,33,0.0031410489425756603,0.0006535429952073513,370
islamic,361,8,0.00336474382275909,0.00015843466550481244,369
costs,352,17,0.003280858242690304,0.00033667366419772645,369
servant,1,368,9.320620007642909e-06,0.007287994613221373,369
used,155,214,0.0014446961011846508,0.004238127302253733,369
saudi,46,323,0.0004287485203515738,0.006396799619756803,369
moscow,1,367,9.320620007642909e-06,0.007268190280033272,368
period,364,4,0.0033927056827820186,7.921733275240622e-05,368
doj,57,311,0.0005312753404356458,0.006159147621499584,368
french,366,2,0.0034113469227973043,3.960866637620311e-05,368
pew,366,2,0.0034113469227973043,3.960866637620311e-05,368
nba,364,3,0.0033927056827820186,5.941299956430467e-05,367
drunk,365,2,0.0034020263027896617,3.960866637620311e-05,367
twice,322,45,0.0030012396424610164,0.00089119499346457,367
working,192,175,0.0017895590414674385,0.003465758307917772,367
whistle,2,365,1.8641240015285817e-05,0.007228581613657068,367
sales,349,17,0.003252896382667375,0.00033667366419772645,366
alarmed,1,365,9.320620007642909e-06,0.007228581613657068,366
intend,358,7,0.0033367819627361612,0.0001386303323167109,365
filled,6,359,5.592372004585745e-05,0.007109755614528459,365
adam,2,363,1.8641240015285817e-05,0.007188972947280865,365
swells,363,1,0.0033833850627743756,1.9804333188101555e-05,364
zion,362,1,0.003374064442766733,1.9804333188101555e-05,363
drawn,361,2,0.00336474382275909,3.960866637620311e-05,363
dan,303,60,0.002824147862315801,0.0011882599912860935,363
selling,353,10,0.003290178862697947,0.00019804333188101558,363
writes,300,62,0.0027961860022928725,0.0012278686576622966,362
overall,360,2,0.003355423202751447,3.960866637620311e-05,362
introduce,303,59,0.002824147862315801,0.0011684556580979918,362
heart,277,85,0.0025818117421170855,0.0016833683209886323,362
williamsons,361,1,0.00336474382275909,1.9804333188101555e-05,362
browns,361,1,0.00336474382275909,1.9804333188101555e-05,362
possible,66,295,0.0006151609205044319,0.00584227829048996,361
b,54,307,0.000503313480412717,0.006079930288747178,361
fact,51,310,0.0004753516203897883,0.0061393432883114826,361
jobs,330,30,0.00307580460252216,0.0005941299956430467,360
little,295,65,0.002749582902254658,0.0012872816572266012,360
order,285,75,0.002656376702178229,0.0014853249891076167,360
pages,349,11,0.003252896382667375,0.00021784766506911712,360
mueller,134,225,0.0012489630810241497,0.00445597496732285,359
agents,204,155,0.0019014064815591532,0.0030696716441557413,359
levin,358,1,0.0033367819627361612,1.9804333188101555e-05,359
deadline,33,324,0.00030758046025221596,0.006416603952944904,357
penny,356,1,0.0033181407227208756,1.9804333188101555e-05,357
democracy,6,350,5.592372004585745e-05,0.006931516615835544,356
dark,141,215,0.0013142074210776501,0.004257931635441835,356
supreme,2,354,1.8641240015285817e-05,0.007010733948587951,356
article,210,144,0.0019573302016050106,0.002851823979086624,354
read,217,137,0.002022574541658511,0.0027131936467699133,354
deep,285,69,0.002656376702178229,0.0013664989899790075,354
phone,2,351,1.8641240015285817e-05,0.0069513209490236465,353
cost,204,149,0.0019014064815591532,0.002950845645027132,353
students,274,79,0.002553849882094157,0.001564542321860023,353
fight,177,176,0.0016497497413527947,0.003485562641105874,353
amid,46,306,0.0004287485203515738,0.006060125955559077,352
wh,17,335,0.00015845054012992945,0.0066344516180140214,352
tuesday,299,53,0.0027868653822852294,0.0010496296589693826,352
kavanaugh,2,350,1.8641240015285817e-05,0.006931516615835544,352
funding,302,49,0.002814827242308158,0.0009704123262169763,351
transgender,329,22,0.003066483982514517,0.00043569533013823424,351
infant,349,2,0.003252896382667375,3.960866637620311e-05,351
senior,2,349,1.8641240015285817e-05,0.006911712282647443,351
interfered,1,349,9.320620007642909e-06,0.006911712282647443,350
idea,193,157,0.0017988796614750813,0.003109280310531944,350
dem,52,298,0.00048467224039743125,0.005901691290054264,350
constitution,221,129,0.002059857021689083,0.0025547589812651007,350
christians,346,4,0.0032249345226444464,7.921733275240622e-05,350
intellectual,348,1,0.003243575762659732,1.9804333188101555e-05,349
mom,320,29,0.0029825984024457308,0.0005743256624549452,349
willed,348,1,0.003243575762659732,1.9804333188101555e-05,349
‘patrioticshut,348,1,0.003243575762659732,1.9804333188101555e-05,349
recalled,1,347,9.320620007642909e-06,0.00687210361627124,348
nations,189,159,0.0017615971814445098,0.0031488889769081476,348
clearly,298,49,0.002777544762277587,0.0009704123262169763,347
launches,335,12,0.0031224077025603742,0.0002376519982572187,347
pedophile,346,1,0.0032249345226444464,1.9804333188101555e-05,347
enters,345,2,0.0032156139026368034,3.960866637620311e-05,347
turns,102,245,0.0009507032407795766,0.004852061631084882,347
wow,182,165,0.0016963528413910093,0.0032677149760367567,347
sports,345,1,0.0032156139026368034,1.9804333188101555e-05,346
hit,290,56,0.0027029798022164433,0.0011090426585336872,346
raises,106,240,0.0009879857208101484,0.004753039965144374,346
buttigieg,313,32,0.0029173540623922303,0.0006337386620192498,345
thousands,300,45,0.0027961860022928725,0.00089119499346457,345
technology,343,2,0.0031969726626215177,3.960866637620311e-05,345
mccabe,1,343,9.320620007642909e-06,0.006792886283518834,344
number,198,146,0.0018454827615132958,0.002891432645462827,344
cheese,342,1,0.0031876520426138747,1.9804333188101555e-05,343
considering,10,333,9.320620007642909e-05,0.006594842951637818,343
wearing,285,58,0.002656376702178229,0.0011486513249098903,343
controversy,1,340,9.320620007642909e-06,0.006733473283954529,341
congressional,5,335,4.660310003821454e-05,0.0066344516180140214,340
fair,280,60,0.002609773602140014,0.0011882599912860935,340
maze,339,1,0.003159690182590946,1.9804333188101555e-05,340
angry,26,314,0.00024233612019871562,0.006218560621063888,340
trials,338,1,0.003150369562583303,1.9804333188101555e-05,339
fun,336,3,0.0031317283225680173,5.941299956430467e-05,339
