two_words,cnt_in_true,cnt_in_fake,freq_true,freq_fake,total_cnt
"('to', 'set')",1,737,9.320620007642909e-06,0.014595793559630848,738
"('world', 'of')",734,3,0.006841335085609895,5.941299956430467e-05,737
"('of', 'very')",725,10,0.0067574495055411085,0.00019804333188101558,735
"('like', 'the')",247,483,0.0023021931418877985,0.009565492929853052,730
"('law', 'by')",5,724,4.660310003821454e-05,0.014338337228185527,729
"('set', 'in')",726,1,0.006766770125548751,1.9804333188101555e-05,727
"('partnership', 'with')",725,2,0.0067574495055411085,3.960866637620311e-05,727
"('how', 'to')",612,115,0.00570421944467746,0.002277498316631679,727
"('announces', 'partnership')",725,1,0.0067574495055411085,1.9804333188101555e-05,726
"('hungry', 'caterpillars')",725,1,0.0067574495055411085,1.9804333188101555e-05,726
"('very', 'hungry')",725,1,0.0067574495055411085,1.9804333188101555e-05,726
"('in', 'world')",725,1,0.0067574495055411085,1.9804333188101555e-05,726
"('game', 'set')",725,1,0.0067574495055411085,1.9804333188101555e-05,726
"('for', 'game')",725,1,0.0067574495055411085,1.9804333188101555e-05,726
"('carle', 'for')",725,1,0.0067574495055411085,1.9804333188101555e-05,726
"('eric', 'carle')",725,1,0.0067574495055411085,1.9804333188101555e-05,726
"('fromsoftware', 'announces')",725,1,0.0067574495055411085,1.9804333188101555e-05,726
"('with', 'eric')",725,1,0.0067574495055411085,1.9804333188101555e-05,726
"('the', 'media')",662,52,0.006170250445059605,0.001029825325781281,714
"('should', 'be')",352,358,0.003280858242690304,0.007089951281340357,710
"('the', 'blame')",697,1,0.006496472145327107,1.9804333188101555e-05,698
"('the', 'steele')",677,14,0.006310059745174249,0.0002772606646334218,691
"('blame', 'the')",679,7,0.006328700985189535,0.0001386303323167109,686
"('that', 'he')",27,659,0.0002516567402063585,0.013051055570958927,686
"('of', 'staff')",227,453,0.0021157807417349402,0.008971362934210005,680
"('the', 'consultant')",677,1,0.006310059745174249,1.9804333188101555e-05,678
"('pooch', 'with')",677,1,0.006310059745174249,1.9804333188101555e-05,678
"('consultant', 'excuse')",677,1,0.006310059745174249,1.9804333188101555e-05,678
"('steele', 'dossier')",677,1,0.006310059745174249,1.9804333188101555e-05,678
"('for', 'screwing')",677,1,0.006310059745174249,1.9804333188101555e-05,678
"('screwing', 'the')",677,1,0.006310059745174249,1.9804333188101555e-05,678
"('prepares', 'the')",677,1,0.006310059745174249,1.9804333188101555e-05,678
"('the', 'pooch')",677,1,0.006310059745174249,1.9804333188101555e-05,678
"('exec', 'decries')",676,1,0.006300739125166606,1.9804333188101555e-05,677
"('decries', 'trumps')",676,1,0.006300739125166606,1.9804333188101555e-05,677
"('the', 'world')",540,137,0.005033134804127171,0.0027131936467699133,677
"('authority', 'to')",1,674,9.320620007642909e-06,0.01334812056878045,675
"('californias', 'authority')",1,674,9.320620007642909e-06,0.01334812056878045,675
"('it', 'was')",262,406,0.002442002442002442,0.008040559274369231,668
"('dossier', '”')",666,1,0.006207532925090177,1.9804333188101555e-05,667
"('turn', 'on')",648,19,0.006039761764952605,0.0003762823305739296,667
"('excellent', 'piece')",666,1,0.006207532925090177,1.9804333188101555e-05,667
"('piece', '👇🏻cia')",666,1,0.006207532925090177,1.9804333188101555e-05,667
"('👇🏻cia', 'prepares')",666,1,0.006207532925090177,1.9804333188101555e-05,667
"('bradley', 'cooper')",663,1,0.0061795710650672485,1.9804333188101555e-05,664
"('that', 'this')",651,11,0.006067723624975534,0.00021784766506911712,662
"('i', 'dont')",439,222,0.004091752183355237,0.004396561967758545,661
"('of', 'a')",250,410,0.002330155001910727,0.008119776607121638,660
"('revokes', 'californias')",1,658,9.320620007642909e-06,0.013031251237770825,659
"('on', 'israel')",655,1,0.006105006105006105,1.9804333188101555e-05,656
"('top', 'democrats')",648,3,0.006039761764952605,5.941299956430467e-05,651
"('no', 'one')",590,60,0.005499165804509316,0.0011882599912860935,650
"('democrats', 'turn')",648,1,0.006039761764952605,1.9804333188101555e-05,649
"('set', 'auto')",1,647,9.320620007642909e-06,0.012813403572701706,648
"('auto', 'mileage')",1,646,9.320620007642909e-06,0.012793599239513606,647
"('as', 'the')",34,612,0.0003169010802598589,0.012120251911118153,646
"('administration', 'revokes')",1,644,9.320620007642909e-06,0.012753990573137402,645
"('illegal', 'immigration')",556,88,0.005182264724249457,0.001742781320552937,644
"('state', 'department')",1,642,9.320620007642909e-06,0.0127143819067612,643
"('sick', 'of')",604,35,0.005629654484616316,0.0006931516615835545,639
"('act', 'of')",551,83,0.005135661624211242,0.0016437596546124292,634
"('the', 'law')",52,576,0.00048467224039743125,0.011407295916346497,628
"('fox', 'news')",39,587,0.0003635041802980734,0.011625143581415615,626
"('his', 'own')",31,588,0.00028893922023693014,0.011644947914603715,619
"('mitch', 'mcconnell')",1,611,9.320620007642909e-06,0.012100447577930051,612
"('he', 'was')",256,354,0.0023860787219565846,0.007010733948587951,610
"('the', 'mainstream')",202,407,0.0018827652415438676,0.008060363607557334,609
"('there', 'was')",363,245,0.0033833850627743756,0.004852061631084882,608
"('this', 'doesnt')",605,3,0.00563897510462396,5.941299956430467e-05,608
"('bernie', 'sanders')",501,105,0.004669630623829097,0.0020794549847506635,606
"('election', 'meddling')",600,5,0.005592372004585745,9.902166594050779e-05,605
"('with', 'a')",47,557,0.0004380691403592167,0.011031013585772567,604
"('in', 'ukraine')",1,599,9.320620007642909e-06,0.011862795579672833,600
"('media', 'pretending')",598,1,0.005573730764570459,1.9804333188101555e-05,599
"('meddling', 'im')",597,1,0.005564410144562816,1.9804333188101555e-05,598
"('censorship', 'is')",597,1,0.005564410144562816,1.9804333188101555e-05,598
"('is', 'election')",597,1,0.005564410144562816,1.9804333188101555e-05,598
"('pretending', 'that')",597,1,0.005564410144562816,1.9804333188101555e-05,598
"('algorythmic', 'censorship')",597,1,0.005564410144562816,1.9804333188101555e-05,598
"('doesnt', 'exist')",597,1,0.005564410144562816,1.9804333188101555e-05,598
"('100', 'of')",597,1,0.005564410144562816,1.9804333188101555e-05,598
"('–', 'google')",596,1,0.005555089524555174,1.9804333188101555e-05,597
"('veritas', '–')",596,1,0.005555089524555174,1.9804333188101555e-05,597
"('he', 'has')",13,581,0.00012116806009935781,0.011506317582287004,594
"('time', 'that')",1,591,9.320620007642909e-06,0.01170436091416802,592
"('as', 'a')",380,211,0.003541835602904305,0.004178714302689428,591
"('arrested', 'for')",341,249,0.0031783314226062316,0.004931278963837288,590
"('new', 'york')",149,441,0.0013887723811387934,0.008733710935952786,590
"('list', 'of')",438,149,0.0040824315633475935,0.002950845645027132,587
"('national', 'security')",5,581,4.660310003821454e-05,0.011506317582287004,586
"('the', 'house')",8,576,7.456496006114327e-05,0.011407295916346497,584
"('to', 'kill')",560,20,0.005219547204280028,0.00039608666376203115,580
"('year', 'old')",475,102,0.004427294503630381,0.002020041985186359,577
"('federal', 'judge')",1,573,9.320620007642909e-06,0.011347882916782192,574
"('to', 'ukraine')",1,570,9.320620007642909e-06,0.011288469917217887,571
"('crimes', 'in')",301,270,0.0028055066223005155,0.005347169960787421,571
"('rest', 'of')",539,31,0.0050238141841195275,0.0006139343288311483,570
"('by', 'the')",288,278,0.0026843385622011577,0.005505604626292232,566
"('the', 'time')",25,541,0.00023301550019107272,0.010714144254762942,566
"('on', 'freedom')",565,1,0.005266150304318243,1.9804333188101555e-05,566
"('requests', 'to')",559,6,0.005210226584272386,0.00011882599912860934,565
"('a', 'young')",561,3,0.005228867824287672,5.941299956430467e-05,564
"('‘', 'how')",563,1,0.005247509064302957,1.9804333188101555e-05,564
"('election', '‘')",562,1,0.0052381884442953145,1.9804333188101555e-05,563
"('to', 'make')",244,319,0.00227423128186487,0.006317582287004396,563
"('to', 'sample')",560,1,0.005219547204280028,1.9804333188101555e-05,561
"('sample', 'royal')",559,1,0.005210226584272386,1.9804333188101555e-05,560
"('queen', 'elizabeth')",559,1,0.005210226584272386,1.9804333188101555e-05,560
"('royal', 'baby')",559,1,0.005210226584272386,1.9804333188101555e-05,560
"('millers', 'requests')",559,1,0.005210226584272386,1.9804333188101555e-05,560
"('stephen', 'millers')",559,1,0.005210226584272386,1.9804333188101555e-05,560
"('by', 'stephen')",559,1,0.005210226584272386,1.9804333188101555e-05,560
"('unnerved', 'by')",559,1,0.005210226584272386,1.9804333188101555e-05,560
"('elizabeth', 'unnerved')",559,1,0.005210226584272386,1.9804333188101555e-05,560
"('you', 'know')",514,42,0.004790798683928455,0.0008317819939002653,556
"('hands', 'on')",552,1,0.005144982244218886,1.9804333188101555e-05,553
"('for', 'it')",513,39,0.004781478063920812,0.0007723689943359607,552
"('get', 'his')",549,3,0.005117020384195957,5.941299956430467e-05,552
"('of', 'foreign')",1,550,9.320620007642909e-06,0.010892383253455856,551
"('perpetrated', 'by')",548,2,0.005107699764188314,3.960866637620311e-05,550
"('young', 'man')",549,1,0.005117020384195957,1.9804333188101555e-05,550
"('without', 'goin')",548,1,0.005107699764188314,1.9804333188101555e-05,549
"('is', 'an')",77,472,0.000717687740588504,0.009347645264783934,549
"('senseless', 'act')",548,1,0.005107699764188314,1.9804333188101555e-05,549
"('a', 'senseless')",548,1,0.005107699764188314,1.9804333188101555e-05,549
"('tragedy', 'was')",548,1,0.005107699764188314,1.9804333188101555e-05,549
"('this', 'tragedy')",548,1,0.005107699764188314,1.9804333188101555e-05,549
"('was', 'able')",548,1,0.005107699764188314,1.9804333188101555e-05,549
"('freedom', 'without')",548,1,0.005107699764188314,1.9804333188101555e-05,549
"('his', 'hands')",548,1,0.005107699764188314,1.9804333188101555e-05,549
"('freedom', 'perpetrated')",548,1,0.005107699764188314,1.9804333188101555e-05,549
"('of', 'freedom')",548,1,0.005107699764188314,1.9804333188101555e-05,549
"('has', 'already')",5,543,4.660310003821454e-05,0.010753752921139146,548
"('its', 'not')",39,507,0.0003635041802980734,0.010040796926367489,546
"('the', 'son')",30,516,0.00027961860022928726,0.010219035925060403,546
"('breaking', 'via')",1,544,9.320620007642909e-06,0.010773557254327246,545
"('via', 'nyt')",1,544,9.320620007642909e-06,0.010773557254327246,545
"('to', 'see')",455,89,0.004240882103477523,0.0017625856537410386,544
"('to', 'vote')",528,14,0.004921287364035455,0.0002772606646334218,542
"('a', 'federal')",4,531,3.7282480030571634e-05,0.010516100922881926,535
"('i', 'think')",54,479,0.000503313480412717,0.009486275597100646,533
"('failing', 'to')",1,532,9.320620007642909e-06,0.010535905256070028,533
"('against', 'trump')",473,60,0.004408653263615095,0.0011882599912860935,533
"('to', 'put')",505,27,0.004706913103859668,0.000534716996078742,532
"('since', 'he')",5,522,4.660310003821454e-05,0.010337861924189012,527
"('for', 'afghans')",1,526,9.320620007642909e-06,0.010417079256941419,527
"('by', 'failing')",1,525,9.320620007642909e-06,0.010397274923753317,526
"('who', 'served')",3,521,2.7961860022928726e-05,0.010318057591000912,524
"('to', 'investigate')",54,469,0.000503313480412717,0.00928823226521963,523
"('predicts', 'patriots')",522,1,0.004865363643989598,1.9804333188101555e-05,523
"('outcome', 'rest')",522,1,0.004865363643989598,1.9804333188101555e-05,523
"('patriots', 'pass')",522,1,0.004865363643989598,1.9804333188101555e-05,523
"('of', 'julian')",522,1,0.004865363643989598,1.9804333188101555e-05,523
"('accurately', 'predicts')",522,1,0.004865363643989598,1.9804333188101555e-05,523
"('pass', 'play')",522,1,0.004865363643989598,1.9804333188101555e-05,523
"('play', 'games')",522,1,0.004865363643989598,1.9804333188101555e-05,523
"('romo', 'accurately')",522,1,0.004865363643989598,1.9804333188101555e-05,523
"('tony', 'romo')",522,1,0.004865363643989598,1.9804333188101555e-05,523
"('games', 'outcome')",522,1,0.004865363643989598,1.9804333188101555e-05,523
"('i', 'agree')",7,516,6.524434005350036e-05,0.010219035925060403,523
"('julian', 'edelmans')",522,1,0.004865363643989598,1.9804333188101555e-05,523
"('applications', 'for')",1,521,9.320620007642909e-06,0.010318057591000912,522
"('edelmans', 'life')",521,1,0.004856043023981955,1.9804333188101555e-05,522
"('it', 'is')",158,364,0.0014726579612075795,0.007208777280468967,522
"('foreign', 'service')",1,520,9.320620007642909e-06,0.01029825325781281,521
"('violated', 'the')",1,520,9.320620007642909e-06,0.01029825325781281,521
"('judge', 'has')",1,520,9.320620007642909e-06,0.01029825325781281,521
"('to', 'resolve')",1,519,9.320620007642909e-06,0.010278448924624707,520
"('visa', 'applications')",1,519,9.320620007642909e-06,0.010278448924624707,520
"('to', 'tell')",466,54,0.004343408923561595,0.001069433992157484,520
"('admin', 'violated')",1,519,9.320620007642909e-06,0.010278448924624707,520
"('found', 'that')",1,519,9.320620007642909e-06,0.010278448924624707,520
"('resolve', 'visa')",1,519,9.320620007642909e-06,0.010278448924624707,520
"('has', 'ruled')",1,519,9.320620007642909e-06,0.010278448924624707,520
"('ruled', 'that')",1,519,9.320620007642909e-06,0.010278448924624707,520
"('afghans', 'and')",1,519,9.320620007642909e-06,0.010278448924624707,520
"('be', 'a')",404,114,0.003765530483087735,0.0022576939834435773,518
"('in', 'dangerous')",2,515,1.8641240015285817e-05,0.010199231591872302,517
"('id', 'say')",5,512,4.660310003821454e-05,0.010139818592307996,517
"('served', 'often')",1,515,9.320620007642909e-06,0.010199231591872302,516
"('on', 'a')",345,171,0.0032156139026368034,0.0033865409751653664,516
"('son', 'grandson')",1,515,9.320620007642909e-06,0.010199231591872302,516
"('grandson', 'nephew')",1,515,9.320620007642909e-06,0.010199231591872302,516
"('nephew', 'and')",1,515,9.320620007642909e-06,0.010199231591872302,516
"('and', 'cousin')",1,515,9.320620007642909e-06,0.010199231591872302,516
"('cousin', 'of')",1,515,9.320620007642909e-06,0.010199231591872302,516
"('agree', 'our')",1,515,9.320620007642909e-06,0.010199231591872302,516
"('service', 'officers')",1,515,9.320620007642909e-06,0.010199231591872302,516
"('often', 'in')",1,515,9.320620007642909e-06,0.010199231591872302,516
"('our', 'd')",1,515,9.320620007642909e-06,0.010199231591872302,516
"('officers', 'who')",1,515,9.320620007642909e-06,0.010199231591872302,516
"('posts', 'i')",1,515,9.320620007642909e-06,0.010199231591872302,516
"('dangerous', 'posts')",1,515,9.320620007642909e-06,0.010199231591872302,516
"('has', 'some')",2,513,1.8641240015285817e-05,0.010159622925496098,515
"('some', 'splanin')",1,512,9.320620007642909e-06,0.010139818592307996,513
"('bejing', 'has')",1,512,9.320620007642909e-06,0.010139818592307996,513
"('ole', 'bejing')",1,512,9.320620007642909e-06,0.010139818592307996,513
"('say', 'ole')",1,512,9.320620007642909e-06,0.010139818592307996,513
"('splanin', 'to')",1,512,9.320620007642909e-06,0.010139818592307996,513
"('nbcwsj', 'poll')",1,510,9.320620007642909e-06,0.010100209925931794,511
"('will', 'be')",255,255,0.0023767581019489416,0.005050104962965897,510
"('have', 'a')",170,340,0.0015845054012992945,0.006733473283954529,510
"('if', 'you')",300,209,0.0027961860022928725,0.004139105636313226,509
"('would', 'be')",381,126,0.003551156222911948,0.002495345981700796,507
"('to', 'meet')",4,500,3.7282480030571634e-05,0.009902166594050778,504
"('president', 'trumps')",23,479,0.0002143742601757869,0.009486275597100646,502
"('to', 'have')",179,322,0.0016683909813680806,0.006376995286568701,501
"('senate', 'trial')",1,499,9.320620007642909e-06,0.009882362260862677,500
"('recuse', 'himself')",1,499,9.320620007642909e-06,0.009882362260862677,500
"('to', 'recuse')",1,499,9.320620007642909e-06,0.009882362260862677,500
"('us', 'to')",45,455,0.00041942790034393086,0.009010971600586209,500
"('but', 'the')",9,490,8.388558006878618e-05,0.009704123262169764,499
"('trial', 'since')",1,498,9.320620007642909e-06,0.009862557927674575,499
"('is', 'innoc')",1,498,9.320620007642909e-06,0.009862557927674575,499
"('decided', 'trump')",1,498,9.320620007642909e-06,0.009862557927674575,499
"('already', 'decided')",1,498,9.320620007642909e-06,0.009862557927674575,499
"('himself', 'from')",1,498,9.320620007642909e-06,0.009862557927674575,499
"('mcconnell', 'needs')",1,498,9.320620007642909e-06,0.009862557927674575,499
"('pay', 'for')",479,19,0.0044645769836609535,0.0003762823305739296,498
"('sounds', 'like')",15,478,0.00013980930011464363,0.009466471263912543,493
"('all', 'the')",319,174,0.0029732777824380877,0.003445953974729671,493
"('be', 'impeached')",1,491,9.320620007642909e-06,0.009723927595357864,492
"('beet', 'juice')",490,1,0.004567103803745025,1.9804333188101555e-05,491
"('to', 'stop')",127,363,0.0011837187409706495,0.007188972947280865,490
"('elizabeth', 'warren')",55,432,0.00051263410042036,0.008555471937259872,487
"('fails', 'to')",203,283,0.0018920858615515104,0.00560462629223274,486
"('there', 'is')",335,151,0.0031224077025603742,0.002990454311403335,486
"('to', 'know')",322,163,0.0030012396424610164,0.003228106309660554,485
"('be', 'fired')",443,42,0.004129034663385808,0.0008317819939002653,485
"('rights', 'activists')",481,1,0.004483218223676239,1.9804333188101555e-05,482
"('meat', 'rights')",480,1,0.004473897603668596,1.9804333188101555e-05,481
"('trump', 'has')",8,469,7.456496006114327e-05,0.00928823226521963,477
"('and', 'his')",22,454,0.000205053640168144,0.008991167267398107,476
"('doused', 'with')",474,2,0.004417973883622739,3.960866637620311e-05,476
"('eating', 'impossible')",474,1,0.004417973883622739,1.9804333188101555e-05,475
"('impossible', 'burgers')",474,1,0.004417973883622739,1.9804333188101555e-05,475
"('burgers', 'doused')",474,1,0.004417973883622739,1.9804333188101555e-05,475
"('with', 'beet')",474,1,0.004417973883622739,1.9804333188101555e-05,475
"('protesting', 'meat')",474,1,0.004417973883622739,1.9804333188101555e-05,475
"('juice', 'by')",474,1,0.004417973883622739,1.9804333188101555e-05,475
"('by', 'protesting')",474,1,0.004417973883622739,1.9804333188101555e-05,475
"('diners', 'eating')",471,1,0.00439001202359981,1.9804333188101555e-05,472
"('could', 'be')",404,67,0.003765530483087735,0.0013268903236028043,471
"('allegation', 'against')",466,1,0.004343408923561595,1.9804333188101555e-05,467
"('rape', 'allegation')",466,1,0.004343408923561595,1.9804333188101555e-05,467
"('how', 'many')",382,85,0.003560476842919591,0.0016833683209886323,467
"('up', 'to')",240,226,0.002236948801834298,0.004475779300510952,466
"('not', 'to')",295,171,0.002749582902254658,0.0033865409751653664,466
"('to', 'no')",463,2,0.0043154470635386665,3.960866637620311e-05,465
"('savage', 'rape')",464,1,0.004324767683546309,1.9804333188101555e-05,465
"('could', 'verify')",464,1,0.004324767683546309,1.9804333188101555e-05,465
"('plan', 'to')",338,126,0.003150369562583303,0.002495345981700796,464
"('about', 'the')",89,374,0.0008295351806802189,0.007406820612349982,463
"('sdny', 'epstein')",461,1,0.0042968058235233805,1.9804333188101555e-05,462
"('epstein', 'investigation')",461,1,0.0042968058235233805,1.9804333188101555e-05,462
"('investigation', 'could')",461,1,0.0042968058235233805,1.9804333188101555e-05,462
"('know', 'i')",455,6,0.004240882103477523,0.00011882599912860934,461
"('one', 'in')",453,6,0.004222240863462238,0.00011882599912860934,459
"('diversity', 'visa')",458,1,0.004268843963500452,1.9804333188101555e-05,459
"('trump', 'via')",430,26,0.004007866603286451,0.0005149126628906405,456
"('it', 'too')",453,3,0.004222240863462238,5.941299956430467e-05,456
"('to', 'remove')",444,12,0.004138355283393452,0.0002376519982572187,456
"('that', 'she')",217,238,0.002022574541658511,0.0047134312987681705,455
"('at', 'least')",223,231,0.0020784982617043685,0.004574800966451459,454
"('again', 'to')",451,3,0.004203599623446952,5.941299956430467e-05,454
"('in', 'particular')",452,1,0.004212920243454594,1.9804333188101555e-05,453
"('‘', 'you')",452,1,0.004212920243454594,1.9804333188101555e-05,453
"('verify', 'savage')",451,1,0.004203599623446952,1.9804333188101555e-05,452
"('out', 'loud')",451,1,0.004203599623446952,1.9804333188101555e-05,452
"('loud', 'again')",450,1,0.004194279003439309,1.9804333188101555e-05,451
"('says', 'out')",450,1,0.004194279003439309,1.9804333188101555e-05,451
"('directed', 'it')",450,1,0.004194279003439309,1.9804333188101555e-05,451
"('cooper', 'says')",450,1,0.004194279003439309,1.9804333188101555e-05,451
"('i', 'directed')",450,1,0.004194279003439309,1.9804333188101555e-05,451
"('too', 'bradley')",450,1,0.004194279003439309,1.9804333188101555e-05,451
"('oscars', 'htt')",449,1,0.004184958383431666,1.9804333188101555e-05,450
"('particular', 'oscars')",449,1,0.004184958383431666,1.9804333188101555e-05,450
"('mileage', 'standards')",1,447,9.320620007642909e-06,0.008852536935081395,448
"('come', 'forward')",424,24,0.0039519428832405935,0.0004753039965144374,448
"('the', 'sdny')",444,3,0.004138355283393452,5.941299956430467e-05,447
"('diplomat', 'in')",1,445,9.320620007642909e-06,0.008812928268705193,446
"('days', 'after')",406,39,0.003784171723103021,0.0007723689943359607,445
"('on', '‘')",443,1,0.004129034663385808,1.9804333188101555e-05,444
"('us', 'from')",442,2,0.004119714043378166,3.960866637620311e-05,444
"('in', 'us')",433,11,0.0040358284633093796,0.00021784766506911712,444
"('trumps', 'ukraine')",1,443,9.320620007642909e-06,0.00877331960232899,444
"('joe', 'biden')",257,187,0.0023953993419642276,0.003703410306174991,444
"('kazakhstan', 'on')",442,1,0.004119714043378166,1.9804333188101555e-05,443
"('to', 'help')",68,375,0.0006338021605197178,0.007426624945538083,443
"('you', 'cant')",435,8,0.004054469703324665,0.00015843466550481244,443
"('from', 'kazakhstan')",442,1,0.004119714043378166,1.9804333188101555e-05,443
"('isis', 'sniper')",442,1,0.004119714043378166,1.9804333188101555e-05,443
"('visa', 'lottery')",441,1,0.004110393423370522,1.9804333188101555e-05,442
"('abc', 'news')",1,441,9.320620007642909e-06,0.008733710935952786,442
"('role', 'of')",424,18,0.0039519428832405935,0.000356477997385828,442
"('refuse', 'to')",434,7,0.004045149083317022,0.0001386303323167109,441
"('sniper', 'entered')",439,1,0.004091752183355237,1.9804333188101555e-05,440
"('entered', 'us')",439,1,0.004091752183355237,1.9804333188101555e-05,440
"('alleged', 'isis')",438,1,0.0040824315633475935,1.9804333188101555e-05,439
"('that', 'we')",12,427,0.0001118474400917149,0.008456450271319365,439
"('have', 'been')",142,295,0.001323528041085293,0.00584227829048996,437
"('for', 'asking')",392,44,0.00365368304299602,0.0008713906602764685,436
"('time', 'to')",337,99,0.0031410489425756603,0.0019606289856220543,436
"('that', 'would')",41,395,0.0003821454203133592,0.007822711609300115,436
"('whether', 'to')",1,434,9.320620007642909e-06,0.008595080603636075,435
"('the', 'white')",36,399,0.0003355423202751447,0.007901928942052522,435
"('in', 'nbcwsj')",1,430,9.320620007642909e-06,0.00851586327088367,431
"('nationwide', 'in')",1,430,9.320620007642909e-06,0.00851586327088367,431
"('4', 'nationwide')",1,430,9.320620007642909e-06,0.00851586327088367,431
"('has', 'been')",113,317,0.0010532300608636486,0.006277973620628194,430
"('poll', '👍🇺🇸')",1,428,9.320620007642909e-06,0.008476254604507466,429
"('take', 'over')",428,1,0.003989225363271165,1.9804333188101555e-05,429
"('3', 'piece')",427,1,0.003979904743263522,1.9804333188101555e-05,428
"('piece', 'formal')",427,1,0.003979904743263522,1.9804333188101555e-05,428
"('introduces', 'new')",427,1,0.003979904743263522,1.9804333188101555e-05,428
"('trojan', 'unveils')",426,1,0.003970584123255879,1.9804333188101555e-05,427
"('unveils', 'new')",426,1,0.003970584123255879,1.9804333188101555e-05,427
"('meryl', 'streep')",426,1,0.003970584123255879,1.9804333188101555e-05,427
"('formal', 'condoms')",426,1,0.003970584123255879,1.9804333188101555e-05,427
"('new', '3')",426,1,0.003970584123255879,1.9804333188101555e-05,427
"('streep', 'will')",424,1,0.0039519428832405935,1.9804333188101555e-05,425
"('announces', 'meryl')",424,1,0.0039519428832405935,1.9804333188101555e-05,425
"('jj', 'abrams')",424,1,0.0039519428832405935,1.9804333188101555e-05,425
"('over', 'role')",424,1,0.0039519428832405935,1.9804333188101555e-05,425
"('abrams', 'announces')",424,1,0.0039519428832405935,1.9804333188101555e-05,425
"('to', 'ukraines')",1,424,9.320620007642909e-06,0.00839703727175506,425
"('of', 'chewbacca')",423,1,0.00394262226323295,1.9804333188101555e-05,424
"('on', 'trump')",44,379,0.000410107280336288,0.00750584227829049,423
"('is', 'no')",363,60,0.0033833850627743756,0.0011882599912860935,423
"('is', 'weighing')",1,421,9.320620007642909e-06,0.008337624272190756,422
"('mr', 'trump')",1,418,9.320620007642909e-06,0.008278211272626452,419
"('vice', 'president')",214,202,0.0019946126816355824,0.0040004753039965145,416
"('second', 'whistleblower')",1,415,9.320620007642909e-06,0.008218798273062145,416
"('2016', 'election')",5,410,4.660310003821454e-05,0.008119776607121638,415
"('americans', 'want')",408,6,0.0038028129631183065,0.00011882599912860934,414
"('security', 'adviser')",1,412,9.320620007642909e-06,0.00815938527349784,413
"('whistleblower', 'complaint')",1,411,9.320620007642909e-06,0.00813958094030974,412
"('and', 'make')",409,2,0.0038121335831259495,3.960866637620311e-05,411
"('‘', 'diversity')",410,1,0.0038214542031335926,1.9804333188101555e-05,411
"('else', 'for')",407,3,0.003793492343110664,5.941299956430467e-05,410
"('we', 'were')",16,394,0.00014912992012228654,0.007802907276112013,410
"('we', 'dont')",71,338,0.0006617640205426465,0.006693864617578326,409
"('el', 'chapo')",408,1,0.0038028129631183065,1.9804333188101555e-05,409
"('of', 'this')",164,245,0.001528581681253437,0.004852061631084882,409
"('story', 'first')",1,407,9.320620007642909e-06,0.008060363607557334,408
"('later', 'sounds')",1,407,9.320620007642909e-06,0.008060363607557334,408
"('interesting', 'concept')",1,407,9.320620007642909e-06,0.008060363607557334,408
"('impeach', 'first')",1,407,9.320620007642909e-06,0.008060363607557334,408
"('media', '–')",1,407,9.320620007642909e-06,0.008060363607557334,408
"('facts', 'later')",1,407,9.320620007642909e-06,0.008060363607557334,408
"('first', 'veri')",1,407,9.320620007642909e-06,0.008060363607557334,408
"('–', 'write')",1,407,9.320620007642909e-06,0.008060363607557334,408
"('it', '—gt')",407,1,0.003793492343110664,1.9804333188101555e-05,408
"('first', 'find')",1,407,9.320620007642909e-06,0.008060363607557334,408
"('him', 'out')",5,403,4.660310003821454e-05,0.007981146274804927,408
"('chapo', 'pay')",407,1,0.003793492343110664,1.9804333188101555e-05,408
"('make', 'el')",407,1,0.003793492343110664,1.9804333188101555e-05,408
"('buildthewall', 'and')",407,1,0.003793492343110664,1.9804333188101555e-05,408
"('find', 'facts')",1,407,9.320620007642909e-06,0.008060363607557334,408
"('concept', 'impeach')",1,407,9.320620007642909e-06,0.008060363607557334,408
"('write', 'story')",1,407,9.320620007642909e-06,0.008060363607557334,408
"('clause', 'in')",406,2,0.003784171723103021,3.960866637620311e-05,408
"('from', 'living')",406,1,0.003784171723103021,1.9804333188101555e-05,407
"('tenants', 'from')",406,1,0.003784171723103021,1.9804333188101555e-05,407
"('living', 'anywhere')",406,1,0.003784171723103021,1.9804333188101555e-05,407
"('noncompete', 'clause')",406,1,0.003784171723103021,1.9804333188101555e-05,407
"('bars', 'tenants')",406,1,0.003784171723103021,1.9804333188101555e-05,407
"('90', 'days')",406,1,0.003784171723103021,1.9804333188101555e-05,407
"('moving', 'out')",406,1,0.003784171723103021,1.9804333188101555e-05,407
"('for', '90')",406,1,0.003784171723103021,1.9804333188101555e-05,407
"('after', 'moving')",406,1,0.003784171723103021,1.9804333188101555e-05,407
"('in', 'lease')",406,1,0.003784171723103021,1.9804333188101555e-05,407
"('lease', 'bars')",406,1,0.003784171723103021,1.9804333188101555e-05,407
"('anywhere', 'else')",406,1,0.003784171723103021,1.9804333188101555e-05,407
"('fired', 'for')",405,1,0.003774851103095378,1.9804333188101555e-05,406
"('that', 'none')",1,405,9.320620007642909e-06,0.008020754941181131,406
"('more', 'than')",153,252,0.001426054861169365,0.004990691963401592,405
"('and', 'they')",226,178,0.002106460121727297,0.0035251713074820772,404
"('ocasio', 'cortez')",375,29,0.003495232502866091,0.0005743256624549452,404
"('trump', 'says')",16,384,0.00014912992012228654,0.007604863944230998,400
